id,transaction_number,customer_id,transaction_date,status,subtotal,discount_amount,tax_amount,total_amount,created_at,updated_at
158,TXN-202607-000158,791,2026-07-28 00:00:00+00:00,completed,7249.83,362.49,516.55,7403.89,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
159,TXN-202607-000159,654,2026-07-28 00:00:00+00:00,completed,721.56,0.00,54.12,775.68,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
160,TXN-202603-000160,265,2026-03-22 00:00:00+00:00,completed,3635.60,0.00,272.67,3908.27,2026-03-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
161,TXN-202507-000161,325,2025-07-19 00:00:00+00:00,completed,50.33,0.00,3.77,54.10,2025-07-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
162,TXN-202609-000162,866,2026-09-24 00:00:00+00:00,completed,5697.09,0.00,427.28,6124.37,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
163,TXN-202609-000163,209,2026-09-02 00:00:00+00:00,completed,2586.60,0.00,193.99,2780.59,2026-09-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
164,TXN-202511-000164,32,2025-11-22 00:00:00+00:00,completed,758.18,0.00,56.86,815.04,2025-11-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
165,TXN-202608-000165,521,2026-08-07 00:00:00+00:00,cancelled,157.30,0.00,11.80,169.10,2026-08-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
166,TXN-202606-000166,81,2026-06-23 00:00:00+00:00,completed,54056.18,0.00,4054.21,58110.39,2026-06-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
167,TXN-202607-000167,937,2026-07-03 00:00:00+00:00,completed,4404.45,0.00,330.33,4734.78,2026-07-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
168,TXN-202605-000168,350,2026-05-25 00:00:00+00:00,completed,167.92,0.00,12.59,180.51,2026-05-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
169,TXN-202605-000169,124,2026-05-13 00:00:00+00:00,completed,49143.55,0.00,3685.77,52829.32,2026-05-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
170,TXN-202606-000170,759,2026-06-21 00:00:00+00:00,completed,125.62,0.00,9.42,135.04,2026-06-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
171,TXN-202608-000171,379,2026-08-07 00:00:00+00:00,completed,257.80,0.00,19.34,277.14,2026-08-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
172,TXN-202609-000172,578,2026-09-14 00:00:00+00:00,completed,292.18,0.00,21.91,314.09,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
173,TXN-202604-000173,749,2026-04-24 00:00:00+00:00,completed,812.24,0.00,60.92,873.16,2026-04-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
174,TXN-202511-000174,450,2025-11-17 00:00:00+00:00,completed,5137.79,0.00,385.33,5523.12,2025-11-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
175,TXN-202606-000175,41,2026-06-04 00:00:00+00:00,completed,44397.48,0.00,3329.81,47727.29,2026-06-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
176,TXN-202609-000176,141,2026-09-22 00:00:00+00:00,completed,1072.29,0.00,80.42,1152.71,2026-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
177,TXN-202601-000177,705,2026-01-02 00:00:00+00:00,completed,208.01,0.00,15.60,223.61,2026-01-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
178,TXN-202604-000178,966,2026-04-20 00:00:00+00:00,completed,126.16,0.00,9.46,135.62,2026-04-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
179,TXN-202511-000179,768,2025-11-15 00:00:00+00:00,completed,220.80,11.04,15.73,225.49,2025-11-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
180,TXN-202607-000180,629,2026-07-29 00:00:00+00:00,completed,3054.92,0.00,229.12,3284.04,2026-07-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
181,TXN-202604-000181,493,2026-04-07 00:00:00+00:00,completed,992.48,0.00,74.44,1066.92,2026-04-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
182,TXN-202512-000182,980,2025-12-11 00:00:00+00:00,completed,29767.17,0.00,2232.54,31999.71,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
183,TXN-202604-000183,56,2026-04-05 00:00:00+00:00,completed,36.69,0.00,2.75,39.44,2026-04-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
184,TXN-202512-000184,897,2025-12-28 00:00:00+00:00,completed,381.35,0.00,28.60,409.95,2025-12-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
185,TXN-202606-000185,935,2026-06-25 00:00:00+00:00,completed,147.94,0.00,11.10,159.04,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
186,TXN-202609-000186,406,2026-09-17 00:00:00+00:00,completed,122.06,0.00,9.15,131.21,2026-09-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
187,TXN-202602-000187,514,2026-02-05 00:00:00+00:00,completed,270.82,0.00,20.31,291.13,2026-02-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
188,TXN-202605-000188,387,2026-05-27 00:00:00+00:00,completed,882.07,0.00,66.16,948.23,2026-05-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
189,TXN-202512-000189,942,2025-12-11 00:00:00+00:00,completed,2394.38,0.00,179.58,2573.96,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
190,TXN-202604-000190,483,2026-04-14 00:00:00+00:00,completed,466.46,0.00,34.98,501.44,2026-04-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
191,TXN-202606-000191,251,2026-06-02 00:00:00+00:00,completed,580.14,0.00,43.51,623.65,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
192,TXN-202603-000192,319,2026-03-08 00:00:00+00:00,completed,1043.65,0.00,78.27,1121.92,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
193,TXN-202511-000193,485,2025-11-03 00:00:00+00:00,completed,9357.47,0.00,701.81,10059.28,2025-11-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
194,TXN-202606-000194,576,2026-06-26 00:00:00+00:00,completed,286.31,0.00,21.47,307.78,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
195,TXN-202602-000195,80,2026-02-09 00:00:00+00:00,completed,74.16,0.00,5.56,79.72,2026-02-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
196,TXN-202511-000196,117,2025-11-30 00:00:00+00:00,completed,1606.40,0.00,120.48,1726.88,2025-11-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
197,TXN-202606-000197,278,2026-06-25 00:00:00+00:00,completed,678.26,0.00,50.87,729.13,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
198,TXN-202603-000198,474,2026-03-05 00:00:00+00:00,completed,1133.82,0.00,85.04,1218.86,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
199,TXN-202608-000199,63,2026-08-01 00:00:00+00:00,completed,468.86,0.00,35.16,504.02,2026-08-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
200,TXN-202606-000200,198,2026-06-24 00:00:00+00:00,completed,835.72,0.00,62.68,898.40,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
201,TXN-202512-000201,208,2025-12-31 00:00:00+00:00,completed,302.04,0.00,22.65,324.69,2025-12-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
202,TXN-202606-000202,535,2026-06-25 00:00:00+00:00,completed,14007.71,0.00,1050.58,15058.29,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
203,TXN-202609-000203,436,2026-09-07 00:00:00+00:00,completed,586.27,0.00,43.97,630.24,2026-09-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
204,TXN-202512-000204,863,2025-12-31 00:00:00+00:00,completed,151.80,0.00,11.38,163.18,2025-12-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
205,TXN-202508-000205,357,2025-08-24 00:00:00+00:00,completed,532.10,0.00,39.91,572.01,2025-08-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
206,TXN-202603-000206,943,2026-03-30 00:00:00+00:00,completed,12302.99,615.15,876.59,12564.43,2026-03-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
207,TXN-202603-000207,491,2026-03-05 00:00:00+00:00,completed,1179.12,0.00,88.43,1267.55,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
208,TXN-202511-000208,896,2025-11-26 00:00:00+00:00,completed,212.88,0.00,15.97,228.85,2025-11-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
209,TXN-202511-000209,455,2025-11-06 00:00:00+00:00,completed,31433.28,0.00,2357.50,33790.78,2025-11-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
210,TXN-202607-000210,518,2026-07-30 00:00:00+00:00,completed,719.90,0.00,53.99,773.89,2026-07-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
211,TXN-202604-000211,580,2026-04-26 00:00:00+00:00,completed,2155.23,0.00,161.64,2316.87,2026-04-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
212,TXN-202506-000212,808,2025-06-01 00:00:00+00:00,completed,45745.21,0.00,3430.89,49176.10,2025-06-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
213,TXN-202510-000213,205,2025-10-18 00:00:00+00:00,completed,4079.82,0.00,305.99,4385.81,2025-10-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
214,TXN-202608-000214,216,2026-08-26 00:00:00+00:00,completed,209.31,0.00,15.70,225.01,2026-08-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
215,TXN-202510-000215,33,2025-10-16 00:00:00+00:00,completed,4171.46,0.00,312.86,4484.32,2025-10-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
216,TXN-202604-000216,108,2026-04-06 00:00:00+00:00,completed,436.80,0.00,32.76,469.56,2026-04-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
217,TXN-202604-000217,936,2026-04-27 00:00:00+00:00,completed,187.04,0.00,14.03,201.07,2026-04-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
218,TXN-202512-000218,250,2025-12-06 00:00:00+00:00,completed,11273.56,0.00,845.52,12119.08,2025-12-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
219,TXN-202603-000219,30,2026-03-24 00:00:00+00:00,completed,72.54,0.00,5.44,77.98,2026-03-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
220,TXN-202512-000220,983,2025-12-03 00:00:00+00:00,completed,196.08,0.00,14.71,210.79,2025-12-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
221,TXN-202511-000221,242,2025-11-20 00:00:00+00:00,completed,294.40,0.00,22.08,316.48,2025-11-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
222,TXN-202607-000222,404,2026-07-25 00:00:00+00:00,completed,245.83,0.00,18.44,264.27,2026-07-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
223,TXN-202606-000223,356,2026-06-22 00:00:00+00:00,completed,1596.14,0.00,119.71,1715.85,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
224,TXN-202608-000224,142,2026-08-18 00:00:00+00:00,completed,962.08,0.00,72.16,1034.24,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
225,TXN-202601-000225,292,2026-01-29 00:00:00+00:00,completed,572.99,0.00,42.97,615.96,2026-01-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
226,TXN-202510-000226,415,2025-10-23 00:00:00+00:00,completed,1330.11,0.00,99.76,1429.87,2025-10-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
227,TXN-202608-000227,931,2026-08-04 00:00:00+00:00,completed,603.30,0.00,45.25,648.55,2026-08-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
228,TXN-202605-000228,605,2026-05-05 00:00:00+00:00,completed,2560.66,0.00,192.05,2752.71,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
229,TXN-202508-000229,839,2025-08-10 00:00:00+00:00,completed,149.60,0.00,11.22,160.82,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
230,TXN-202607-000230,611,2026-07-07 00:00:00+00:00,completed,93.42,0.00,7.01,100.43,2026-07-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
231,TXN-202608-000231,745,2026-08-14 00:00:00+00:00,completed,835.93,0.00,62.69,898.62,2026-08-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
232,TXN-202606-000232,310,2026-06-29 00:00:00+00:00,completed,60472.91,0.00,4535.47,65008.38,2026-06-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
233,TXN-202608-000233,588,2026-08-31 00:00:00+00:00,completed,4019.99,0.00,301.50,4321.49,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
234,TXN-202605-000234,425,2026-05-13 00:00:00+00:00,completed,3639.99,182.00,259.35,3717.34,2026-05-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
235,TXN-202609-000235,730,2026-09-13 00:00:00+00:00,completed,845.94,0.00,63.45,909.39,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
236,TXN-202607-000236,875,2026-07-19 00:00:00+00:00,completed,17669.26,0.00,1325.19,18994.45,2026-07-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
237,TXN-202605-000237,691,2026-05-29 00:00:00+00:00,completed,247.71,0.00,18.58,266.29,2026-05-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
238,TXN-202603-000238,551,2026-03-18 00:00:00+00:00,completed,68.56,0.00,5.14,73.70,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
239,TXN-202604-000239,163,2026-04-13 00:00:00+00:00,completed,43471.43,0.00,3260.36,46731.79,2026-04-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
240,TXN-202606-000240,846,2026-06-06 00:00:00+00:00,completed,721.56,0.00,54.12,775.68,2026-06-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
241,TXN-202510-000241,700,2025-10-03 00:00:00+00:00,completed,20264.46,0.00,1519.83,21784.29,2025-10-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
242,TXN-202609-000242,166,2026-09-14 00:00:00+00:00,completed,28223.98,0.00,2116.80,30340.78,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
243,TXN-202601-000243,619,2026-01-04 00:00:00+00:00,completed,18772.39,0.00,1407.93,20180.32,2026-01-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
244,TXN-202601-000244,663,2026-01-16 00:00:00+00:00,completed,582.18,0.00,43.66,625.84,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
245,TXN-202608-000245,666,2026-08-21 00:00:00+00:00,completed,17.53,0.00,1.31,18.84,2026-08-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
246,TXN-202608-000246,673,2026-08-19 00:00:00+00:00,completed,956.90,0.00,71.77,1028.67,2026-08-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
247,TXN-202607-000247,267,2026-07-12 00:00:00+00:00,completed,169.44,0.00,12.71,182.15,2026-07-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
248,TXN-202604-000248,296,2026-04-12 00:00:00+00:00,completed,652.84,0.00,48.96,701.80,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
249,TXN-202605-000249,302,2026-05-24 00:00:00+00:00,completed,452.82,0.00,33.96,486.78,2026-05-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
250,TXN-202606-000250,373,2026-06-29 00:00:00+00:00,completed,713.68,0.00,53.53,767.21,2026-06-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
251,TXN-202607-000251,664,2026-07-26 00:00:00+00:00,completed,465.04,0.00,34.88,499.92,2026-07-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
252,TXN-202608-000252,797,2026-08-04 00:00:00+00:00,completed,4670.02,0.00,350.25,5020.27,2026-08-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
253,TXN-202605-000253,642,2026-05-19 00:00:00+00:00,completed,750.77,0.00,56.31,807.08,2026-05-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
254,TXN-202604-000254,188,2026-04-01 00:00:00+00:00,completed,4272.08,213.60,304.39,4362.87,2026-04-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
255,TXN-202608-000255,600,2026-08-12 00:00:00+00:00,completed,528.01,0.00,39.60,567.61,2026-08-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
256,TXN-202511-000256,488,2025-11-24 00:00:00+00:00,completed,2883.67,0.00,216.28,3099.95,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
257,TXN-202608-000257,826,2026-08-12 00:00:00+00:00,completed,438.30,0.00,32.87,471.17,2026-08-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
258,TXN-202606-000258,495,2026-06-10 00:00:00+00:00,completed,825.21,0.00,61.89,887.10,2026-06-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
259,TXN-202605-000259,998,2026-05-24 00:00:00+00:00,completed,15440.48,0.00,1158.04,16598.52,2026-05-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
260,TXN-202605-000260,199,2026-05-26 00:00:00+00:00,completed,669.50,0.00,50.21,719.71,2026-05-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
261,TXN-202608-000261,161,2026-08-08 00:00:00+00:00,completed,151.72,0.00,11.38,163.10,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
262,TXN-202606-000262,799,2026-06-24 00:00:00+00:00,completed,655.00,0.00,49.12,704.12,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
263,TXN-202602-000263,764,2026-02-26 00:00:00+00:00,completed,334.52,0.00,25.09,359.61,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
264,TXN-202512-000264,825,2025-12-29 00:00:00+00:00,completed,293.46,0.00,22.01,315.47,2025-12-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
265,TXN-202606-000265,438,2026-06-06 00:00:00+00:00,completed,129.95,0.00,9.75,139.70,2026-06-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
266,TXN-202608-000266,492,2026-08-26 00:00:00+00:00,completed,7603.01,0.00,570.23,8173.24,2026-08-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
267,TXN-202608-000267,424,2026-08-22 00:00:00+00:00,completed,1170.12,0.00,87.76,1257.88,2026-08-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
268,TXN-202608-000268,267,2026-08-09 00:00:00+00:00,completed,244.41,0.00,18.33,262.74,2026-08-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
269,TXN-202604-000269,906,2026-04-23 00:00:00+00:00,completed,40849.32,0.00,3063.70,43913.02,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
270,TXN-202602-000270,650,2026-02-21 00:00:00+00:00,completed,111.56,0.00,8.37,119.93,2026-02-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
271,TXN-202609-000271,196,2026-09-11 00:00:00+00:00,completed,292.41,0.00,21.93,314.34,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
272,TXN-202608-000272,465,2026-08-03 00:00:00+00:00,completed,26.82,0.00,2.01,28.83,2026-08-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
273,TXN-202604-000273,266,2026-04-24 00:00:00+00:00,completed,321.04,0.00,24.08,345.12,2026-04-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
274,TXN-202511-000274,316,2025-11-15 00:00:00+00:00,cancelled,8592.48,0.00,644.44,9236.92,2025-11-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
275,TXN-202607-000275,239,2026-07-18 00:00:00+00:00,completed,997.31,49.87,71.06,1018.50,2026-07-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
276,TXN-202608-000276,204,2026-08-15 00:00:00+00:00,completed,597.39,0.00,44.80,642.19,2026-08-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
277,TXN-202512-000277,196,2025-12-08 00:00:00+00:00,completed,505.18,0.00,37.89,543.07,2025-12-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
278,TXN-202609-000278,364,2026-09-20 00:00:00+00:00,completed,18139.12,0.00,1360.43,19499.55,2026-09-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
279,TXN-202609-000279,482,2026-09-09 00:00:00+00:00,completed,439.82,0.00,32.99,472.81,2026-09-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
280,TXN-202609-000280,989,2026-09-11 00:00:00+00:00,completed,1037.94,0.00,77.85,1115.79,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
281,TXN-202609-000281,931,2026-09-23 00:00:00+00:00,completed,1514.95,0.00,113.62,1628.57,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
282,TXN-202607-000282,538,2026-07-06 00:00:00+00:00,completed,335.28,0.00,25.15,360.43,2026-07-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
283,TXN-202605-000283,488,2026-05-16 00:00:00+00:00,completed,460.40,0.00,34.53,494.93,2026-05-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
284,TXN-202508-000284,980,2025-08-19 00:00:00+00:00,pending,17064.26,0.00,1279.82,18344.08,2025-08-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
285,TXN-202607-000285,685,2026-07-28 00:00:00+00:00,completed,427.51,0.00,32.06,459.57,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
286,TXN-202603-000286,648,2026-03-25 00:00:00+00:00,completed,372.87,0.00,27.97,400.84,2026-03-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
287,TXN-202604-000287,644,2026-04-15 00:00:00+00:00,completed,402.72,0.00,30.20,432.92,2026-04-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
288,TXN-202511-000288,787,2025-11-28 00:00:00+00:00,completed,40.24,0.00,3.02,43.26,2025-11-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
289,TXN-202607-000289,99,2026-07-22 00:00:00+00:00,completed,390.04,0.00,29.25,419.29,2026-07-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
290,TXN-202602-000290,233,2026-02-24 00:00:00+00:00,completed,8599.60,0.00,644.97,9244.57,2026-02-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
291,TXN-202603-000291,524,2026-03-04 00:00:00+00:00,completed,332.54,0.00,24.94,357.48,2026-03-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
292,TXN-202609-000292,372,2026-09-06 00:00:00+00:00,refunded,1682.66,0.00,126.20,1808.86,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
293,TXN-202606-000293,625,2026-06-11 00:00:00+00:00,completed,468.72,0.00,35.15,503.87,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
294,TXN-202609-000294,214,2026-09-14 00:00:00+00:00,completed,71.06,0.00,5.33,76.39,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
295,TXN-202607-000295,996,2026-07-21 00:00:00+00:00,completed,1966.03,0.00,147.45,2113.48,2026-07-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
296,TXN-202512-000296,915,2025-12-04 00:00:00+00:00,completed,24222.16,0.00,1816.66,26038.82,2025-12-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
297,TXN-202512-000297,158,2025-12-25 00:00:00+00:00,completed,19508.72,0.00,1463.15,20971.87,2025-12-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
298,TXN-202609-000298,750,2026-09-20 00:00:00+00:00,completed,1922.48,0.00,144.19,2066.67,2026-09-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
299,TXN-202512-000299,337,2025-12-31 00:00:00+00:00,completed,26186.42,0.00,1963.98,28150.40,2025-12-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
300,TXN-202607-000300,663,2026-07-14 00:00:00+00:00,completed,66.94,0.00,5.02,71.96,2026-07-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
301,TXN-202603-000301,646,2026-03-21 00:00:00+00:00,cancelled,904.13,0.00,67.81,971.94,2026-03-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
302,TXN-202511-000302,270,2025-11-14 00:00:00+00:00,completed,473.15,0.00,35.49,508.64,2025-11-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
303,TXN-202602-000303,990,2026-02-23 00:00:00+00:00,completed,179.20,0.00,13.44,192.64,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
304,TXN-202607-000304,208,2026-07-28 00:00:00+00:00,completed,161.34,0.00,12.10,173.44,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
305,TXN-202608-000305,931,2026-08-11 00:00:00+00:00,completed,1247.72,0.00,93.58,1341.30,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
306,TXN-202606-000306,363,2026-06-10 00:00:00+00:00,completed,191.66,0.00,14.37,206.03,2026-06-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
